Birth_Year,Education_Level,Annual_Income,Kids_Home,Teens_Home,Last_Purchase_Recency,Spent_Wine,Spent_Fruits,Spent_Meat,Spent_Fish,Spent_Sweets,Spent_Gold,Deals_Purchased,Web_Purchases,Catalog_Purchases,Store_Purchases,Monthly_Web_Visits,Campaign1_Accepted,Campaign2_Accepted,Campaign3_Accepted,Campaign4_Accepted,Campaign5_Accepted,Filed_Complaint,Contact_Cost,Revenue_Contribution,Campaign_Response,Country,City,Region_Code,Mobile_App_User,Email_Subscriber,Referred_By_Friend,Social_Media_User,Membership_Tier,Total_Amount_Spent,Customer_Age,Family_Size,Senior_Citizen,Device_Type_Mobile,Device_Type_Tablet,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Total_kids,Income_per_person,Cluster,PCA1,PCA2,High_Spender
1953,0,36827.96,1,1,52,698,51,35,170,112,499,7,8,1,3,6,1,0,1,1,0,1,3,11,1,India,London,510,1,0,1,0,0,1565,72,2,1,False,False,False,True,False,False,2,12275.986666666666,2,1.124730909690014,-0.39676114278462266,True
1970,2,30212.42,2,1,1,907,8,471,63,68,93,2,7,1,2,7,0,0,1,0,0,1,3,11,1,UK,New York,367,1,1,0,0,0,1610,55,4,0,False,True,True,False,False,False,3,6042.4839999999995,3,0.5848685602516536,-1.9327192977609289,True
1987,1,47642.32,0,0,93,644,78,278,123,159,173,9,6,5,3,16,0,1,0,1,0,0,3,11,0,Brazil,Mumbai,865,1,0,1,0,2,1455,38,0,0,False,False,False,True,False,False,0,47642.32,1,-0.5393463987880891,1.9326136344004705,True
1954,1,42136.57,1,0,56,29,6,437,128,18,186,8,0,8,7,17,0,0,1,0,1,0,3,11,1,India,London,508,0,0,0,1,0,804,71,2,1,False,False,False,False,True,False,1,14045.523333333333,2,1.3519680687762043,1.2209247951934685,False
1947,1,55044.83,1,0,91,160,56,574,274,30,334,3,8,5,4,2,1,0,1,0,1,0,3,11,1,Germany,Berlin,243,0,1,0,1,0,1428,78,1,1,True,False,False,False,False,False,1,27522.415,1,0.7719595089065485,1.2219455585276844,False
1953,2,39227.94,2,2,95,649,56,725,108,53,401,7,2,8,0,17,1,0,0,0,0,1,3,11,0,Germany,Berlin,974,1,0,0,1,3,1992,72,5,1,True,False,False,False,True,False,4,6537.990000000001,0,1.263740949013301,-0.9470684637462777,True
1962,1,40769.12,0,0,50,422,36,32,267,3,298,9,2,1,9,10,1,1,0,1,0,0,3,11,1,Germany,São Paulo,561,1,0,0,1,3,1058,63,0,1,True,False,False,False,False,True,0,40769.12,2,0.7143366564642236,1.2694883088881446,False
1999,1,65796.05,1,0,90,346,72,686,118,134,54,5,1,7,2,7,1,0,1,0,0,0,3,11,0,Brazil,New York,927,1,1,1,0,1,1410,26,1,0,True,False,False,False,False,True,1,32898.025,1,-1.568616917008106,1.7618801204527794,False
1996,0,52223.04,2,1,38,843,77,530,235,31,202,4,5,6,9,4,1,0,1,1,1,1,3,11,0,USA,São Paulo,534,1,0,1,0,3,1918,29,3,0,False,False,False,True,False,False,3,13055.76,3,-1.3114860882969985,-1.1059659179730055,True
2001,1,39459.09,2,2,21,577,29,790,27,96,101,8,8,2,9,9,1,0,1,0,1,0,3,11,0,Germany,Mumbai,318,0,0,1,1,0,1620,24,4,0,True,False,False,False,False,True,4,7891.817999999999,3,-0.6585123873833051,-1.6325820447040236,True
1979,2,50264.63,2,1,78,221,50,109,108,5,70,1,7,1,3,2,0,1,1,0,1,0,3,11,1,Germany,Berlin,175,1,0,0,1,3,563,46,3,0,False,False,False,False,False,True,3,12566.1575,0,0.750886728501897,1.3728670678287531,False
1960,3,70683.67,2,2,42,187,46,473,204,97,104,8,2,7,1,19,0,1,0,1,1,1,3,11,1,USA,Mumbai,140,0,1,0,1,0,1111,65,5,1,False,True,True,False,False,False,4,11780.611666666666,0,0.06120445065872229,-0.5060840809601451,False
1955,1,54406.8,2,2,37,424,83,597,244,126,481,4,3,0,4,8,0,1,0,0,0,1,3,11,0,India,New York,671,0,0,0,0,3,1955,70,5,1,False,False,True,False,False,False,4,9067.800000000001,0,0.21126180255201613,-1.944992149117399,True
1984,0,58894.26,1,1,63,964,53,450,106,50,159,6,7,8,4,14,0,1,0,0,0,1,3,11,0,USA,London,306,1,0,1,0,2,1782,41,3,0,False,False,False,False,True,False,2,14723.565,1,-1.046285078585303,0.040541934852311626,True
1957,0,38716.48,2,1,36,548,22,3,52,14,204,6,2,9,6,19,0,0,1,1,0,0,3,11,1,Brazil,Berlin,106,1,1,1,0,1,843,68,4,1,True,False,False,False,True,False,3,7743.296,0,1.5464372933276662,-0.19030790177878806,False
1986,1,65396.29,0,2,99,510,78,96,10,27,143,1,3,7,8,9,0,0,0,0,1,0,3,11,1,Germany,New York,611,1,1,1,0,0,864,39,3,0,True,False,True,False,False,False,2,16349.0725,1,-0.4164862281062991,2.103004676857036,False
1992,2,84771.53,0,2,37,205,57,458,214,79,217,7,8,1,4,4,0,0,1,0,1,0,3,11,0,USA,São Paulo,530,0,0,0,0,3,1230,33,2,0,True,False,False,True,False,False,2,28257.176666666666,3,-2.1469384023977165,0.5659571795593418,False
1963,0,38127.99,1,0,70,370,55,83,57,20,375,8,8,6,8,14,1,0,1,1,1,0,3,11,1,Germany,London,914,1,1,0,0,3,960,62,2,1,False,True,True,False,False,False,1,12709.33,1,1.1551077200039295,1.3403396923949162,False
1965,1,32271.59,2,0,30,473,30,753,117,85,378,9,8,6,3,11,1,0,0,0,0,1,3,11,1,Germany,London,234,1,0,0,1,1,1836,60,3,0,True,False,False,False,True,False,2,8067.8975,2,0.5199787905493058,-1.1735185598330664,True
1964,1,52633.13,2,1,43,881,67,127,46,96,167,8,9,9,2,17,1,0,0,1,1,0,3,11,1,Brazil,Berlin,853,1,1,0,0,3,1384,61,3,1,True,False,False,False,False,False,3,13158.2825,0,0.30447412079572395,-0.5485689046200728,False
1999,0,63132.58,1,2,93,391,88,95,92,116,168,8,6,2,1,18,0,1,1,0,1,0,3,11,0,India,Mumbai,199,1,0,0,0,0,950,26,3,0,True,False,False,False,False,True,3,15783.145,1,-0.7436215024544001,1.48111902088244,False
1999,1,48629.15,2,1,13,478,61,692,62,98,181,6,1,5,6,4,1,1,1,0,1,0,3,11,0,Brazil,New York,915,1,1,1,1,1,1572,26,3,0,False,False,False,False,False,False,3,12157.2875,3,-1.144082613046258,-1.1932609910650354,True
1999,1,34201.9,2,0,97,508,82,111,13,152,33,3,4,9,9,13,0,0,0,1,0,0,3,11,0,Germany,Berlin,102,0,1,1,1,1,899,26,2,0,True,False,False,False,False,False,2,11400.633333333333,1,0.38976629985607947,1.7793268396233346,False
1984,1,48371.24,0,0,51,56,59,472,6,167,340,4,9,2,2,0,0,1,0,0,1,1,3,11,1,Brazil,New York,690,0,0,1,1,1,1100,41,0,0,False,False,False,False,False,True,0,48371.24,1,-0.4367421898638268,1.4957997485593442,False
1980,2,58971.38,2,0,90,66,36,632,218,25,401,8,6,3,9,14,0,1,1,0,1,0,3,11,0,Germany,Berlin,436,0,1,0,0,1,1378,45,3,0,True,False,True,False,False,False,2,14742.845,1,-0.40287310719595065,1.1147269285413677,False
1968,1,43894.52,1,2,86,27,33,272,278,146,19,8,3,9,3,0,1,1,0,0,0,1,3,11,0,UK,London,699,1,1,0,1,3,775,57,3,0,True,False,False,True,False,False,3,10973.63,0,1.2986330857707031,1.1038793261022906,False
1954,0,59108.83,0,1,66,653,0,417,61,147,331,1,8,7,3,13,1,0,0,1,1,0,3,11,1,USA,São Paulo,906,1,1,0,1,1,1609,71,1,1,False,False,False,False,False,False,1,29554.415,2,0.03881090133943018,0.5541504542752407,True
1984,3,67470.66,1,2,4,650,40,416,270,93,340,9,7,3,4,5,0,0,1,0,0,1,3,11,1,Germany,Mumbai,425,0,0,0,0,1,1809,41,3,0,True,False,False,True,False,False,3,16867.665,3,-1.6462921985776784,-1.6127888889886646,True
1940,1,53603.46,1,2,41,924,94,536,266,169,103,4,7,7,9,0,1,1,1,1,0,0,3,11,1,Brazil,São Paulo,664,1,1,0,0,0,2092,85,4,1,True,False,False,False,True,False,3,10720.692,0,0.5462348392482395,-1.7097070297097763,True
1964,2,49580.78,2,0,93,231,43,525,92,110,223,6,9,4,7,13,1,0,1,0,0,0,3,11,1,India,New York,641,0,1,1,1,3,1224,61,2,1,True,False,False,False,False,False,2,16526.926666666666,1,0.7222699286683055,1.1500943837102335,False
1946,0,62440.16,2,0,6,949,34,109,25,99,489,5,8,4,8,1,0,0,0,1,0,1,3,11,1,India,São Paulo,381,1,1,1,1,2,1705,79,3,1,False,False,False,False,True,False,2,15610.04,2,-0.11046464194577847,-1.3333464395476202,True
1948,0,37158.49,0,1,17,971,26,305,46,120,392,5,8,9,9,16,1,1,0,0,1,0,3,11,0,Germany,Berlin,450,0,0,1,0,3,1860,77,2,1,True,False,True,False,False,False,1,12386.163333333332,2,0.6715576192924624,-1.1031152716902823,True
1963,0,35679.35,1,2,56,106,20,29,216,147,430,0,1,5,6,3,1,1,0,1,0,1,3,11,0,India,São Paulo,811,0,0,0,0,0,948,62,3,1,False,True,False,False,False,False,3,8919.8375,0,1.4973423821029055,0.10992753410037066,False
1940,0,46001.42,1,1,73,136,71,469,258,125,188,1,4,1,7,8,1,1,1,1,0,0,3,11,0,USA,London,936,0,1,1,1,3,1247,85,3,1,False,True,False,False,True,False,2,11500.355,0,1.602462166052537,0.46317491465976984,False
1983,1,42621.81,2,1,43,377,81,21,274,168,122,6,0,3,6,19,1,1,0,0,0,1,3,11,0,Germany,Mumbai,785,0,1,0,0,3,1043,42,4,0,False,True,False,False,True,False,3,8524.362,3,0.31510886900460083,-0.05366303888512362,False
1947,3,37949.87,1,1,97,675,22,338,180,115,138,3,4,9,4,18,1,0,1,1,0,0,3,11,1,USA,São Paulo,940,1,1,1,1,1,1468,78,3,1,False,False,True,False,False,False,2,9487.4675,0,1.6598228987573818,0.6482732769315049,True
1963,1,77457.03,1,1,60,658,40,613,76,44,254,7,7,7,5,15,1,1,0,0,0,1,3,11,0,Germany,Berlin,153,0,1,1,1,0,1685,62,2,1,False,False,False,True,False,False,2,25819.01,0,-1.0073006473664108,0.1378854397325349,True
1950,1,82579.9,1,0,96,390,99,771,299,164,116,1,6,8,7,10,1,0,0,0,0,1,3,11,1,USA,Berlin,130,0,0,0,1,3,1839,75,1,1,False,False,False,True,False,False,1,41289.95,1,-0.8074473093924958,1.1092490360944587,True
1990,1,44694.42,1,1,62,784,92,71,31,154,138,7,7,0,6,16,0,0,0,0,1,0,3,11,0,Germany,São Paulo,515,1,0,0,0,2,1270,35,2,0,True,False,False,False,False,False,2,14898.14,1,-0.2514703242589432,0.5895094068539048,False
1956,0,51375.78,1,0,31,894,79,115,298,95,229,8,7,8,0,0,1,0,0,0,1,1,3,11,1,Germany,London,446,1,0,1,1,3,1710,69,2,1,False,False,True,False,False,False,1,17125.26,2,-0.010633269512348121,-0.38876133721796224,True
1947,1,47182.36,0,1,94,815,49,255,5,45,283,9,4,1,9,14,1,0,0,0,1,0,3,11,0,India,London,213,0,1,1,0,3,1452,78,1,1,False,False,False,False,False,False,1,23591.18,1,1.104276487985465,1.1680543187963897,True
1974,1,66612.49,1,0,27,690,73,486,157,7,464,9,5,1,2,1,0,0,1,1,1,0,3,11,0,USA,Berlin,707,0,1,1,0,0,1877,51,1,0,False,False,False,True,False,False,1,33306.245,3,-1.4731173604523327,-0.3825891977355087,True
1974,2,69584.68,1,1,3,598,80,113,73,11,480,0,1,0,6,1,0,0,1,1,0,0,3,11,1,Germany,Berlin,772,0,1,0,0,0,1355,51,3,0,True,False,True,False,False,False,2,17396.17,3,-1.1656873700453798,-0.630333693734991,False
1972,3,23341.04,0,2,14,75,21,539,157,88,112,5,3,7,4,5,0,1,0,0,0,1,3,11,0,Brazil,São Paulo,240,0,1,1,1,3,992,53,2,0,False,False,False,False,False,True,2,7780.346666666667,2,1.2315761689167852,-0.43806677025620766,False
1998,1,57140.16,2,2,1,454,39,693,72,64,481,3,2,2,9,8,1,1,0,1,0,1,3,11,1,India,New York,902,0,0,1,0,1,1803,27,5,0,True,False,True,False,False,False,4,9523.36,3,-1.5740927739577857,-2.129447258727871,True
1944,1,30397.68,2,0,22,344,1,185,133,63,407,5,9,9,5,17,1,1,0,1,1,1,3,11,1,Germany,Berlin,457,0,1,1,0,3,1133,81,3,1,False,False,True,False,False,False,2,7599.42,2,1.8878690452513462,-0.6042026835670515,False
1981,3,76374.08,0,0,58,589,41,762,127,124,404,7,4,8,8,4,1,0,1,0,1,1,3,11,1,Germany,São Paulo,661,0,0,1,0,2,2047,44,0,0,True,False,False,False,False,True,0,76374.08,1,-2.2427567881056882,0.6738896506660674,True
1978,2,56603.72,0,1,22,569,29,181,236,159,362,7,4,1,2,7,1,0,0,0,0,1,3,11,1,USA,Mumbai,779,0,1,1,1,3,1536,47,2,0,False,False,False,False,True,False,1,18867.906666666666,3,-0.9479821169775365,-0.11474423198101334,True
1997,1,37649.76,2,2,98,734,43,353,211,45,105,7,8,4,2,14,0,1,0,0,1,0,3,11,0,India,New York,447,1,0,0,0,3,1491,28,5,0,False,False,False,False,True,False,4,6274.96,0,0.15656814544026967,0.11670324071404664,True
1980,3,46380.18,1,1,90,984,82,143,208,65,34,2,6,6,1,13,0,1,0,1,0,0,3,11,0,India,London,294,0,1,0,0,3,1516,45,3,0,True,False,False,False,True,False,2,11595.045,1,0.01754503052644013,0.7951145310698398,True
1967,0,45665.34,1,0,25,714,9,486,1,35,420,3,0,9,1,2,0,0,1,0,0,0,3,11,1,Brazil,São Paulo,464,1,0,0,1,0,1665,58,1,0,False,False,False,True,False,False,1,22832.67,2,-0.1706213071161308,-0.42977466151097854,True
1946,3,57876.69,0,1,33,458,83,205,9,173,266,4,6,6,4,16,1,1,1,0,1,0,3,11,0,USA,São Paulo,538,0,1,1,1,0,1194,79,2,1,False,True,True,False,False,False,1,19292.23,2,0.512535693215863,0.32545906121005325,False
1948,0,65628.69,1,2,12,902,62,251,60,149,287,5,0,3,8,14,0,0,0,1,0,1,3,11,0,UK,São Paulo,431,0,1,0,1,1,1711,77,3,1,False,False,False,False,False,True,3,16407.1725,2,-0.12656313697899038,-1.6247934767548171,True
1947,1,32776.89,0,2,39,362,23,448,0,143,102,1,8,9,4,14,0,0,0,1,0,1,3,11,1,USA,Berlin,978,0,1,1,1,3,1078,78,2,1,True,False,False,True,False,False,2,10925.63,2,1.8304152702570848,-0.12129037000155676,False
1951,2,77581.32,2,2,50,573,5,171,289,124,409,8,6,1,5,4,0,1,1,0,0,0,3,11,1,USA,Berlin,982,0,0,0,0,2,1571,74,4,1,True,False,False,False,False,True,4,15516.264000000001,0,-0.22834894674442266,-0.9419340589934846,True
1973,1,74085.35,1,2,9,962,44,682,238,111,401,0,7,5,4,0,0,0,1,0,0,0,3,11,0,UK,New York,191,1,0,0,0,0,2438,52,3,0,False,True,False,True,False,False,3,18521.3375,3,-2.0081074032220108,-2.3547173171672844,True
1972,1,36870.15,2,2,38,142,17,240,244,27,488,7,8,5,1,12,0,1,0,0,0,0,3,11,0,Brazil,São Paulo,633,0,1,1,0,0,1158,53,4,0,False,False,False,True,False,False,4,7374.030000000001,0,0.99231713663278,-0.9246123798260641,False
1987,1,51092.03,1,0,89,578,15,336,291,116,203,2,1,8,6,3,0,1,1,0,0,1,3,11,1,Germany,Mumbai,769,0,0,0,0,0,1539,38,1,0,True,False,False,True,False,False,1,25546.015,1,-0.6207010976679745,1.3129937906235443,True
1994,3,75662.13,1,1,3,637,39,753,167,175,233,4,3,4,6,10,0,0,1,1,0,0,3,11,1,India,Mumbai,764,0,0,0,1,1,2004,31,2,0,True,False,False,False,False,True,2,25220.710000000003,3,-2.681675180548565,-1.2599931094124528,True
1962,2,68493.78,1,1,81,820,15,79,223,163,19,5,6,8,6,15,1,1,1,1,1,0,3,11,0,Brazil,London,221,1,0,1,1,0,1319,63,2,1,False,False,False,False,False,False,2,22831.26,0,-0.15935172517643614,0.9604537273285881,False
2001,2,44948.85,0,1,98,936,78,768,55,119,229,9,8,9,7,16,1,1,0,0,1,0,3,11,1,USA,São Paulo,847,0,1,0,0,0,2185,24,1,0,True,False,False,True,False,False,1,22474.425,1,-1.3412818134073918,0.6962089447840599,True
1963,1,62215.1,2,0,51,144,69,246,16,38,33,6,6,5,5,0,0,1,1,1,1,0,3,11,1,Brazil,Mumbai,814,0,0,1,0,3,546,62,3,1,True,False,False,False,True,False,2,15553.775,2,0.5118244268883732,1.2860086004272322,False
1976,2,94957.97,0,0,80,368,96,541,166,163,90,4,1,7,8,10,0,1,1,1,1,0,3,11,1,Brazil,London,672,1,1,1,0,3,1424,49,1,0,False,False,True,False,False,False,0,47478.985,1,-2.1993060218968132,2.125224360855473,False
1974,1,51577.4,0,0,55,952,12,122,132,185,372,4,9,3,2,12,0,0,0,0,1,0,3,11,0,India,New York,372,1,1,1,1,3,1775,51,0,0,True,False,False,False,False,False,0,51577.4,1,-0.734555663123113,0.6428298135633247,True
1983,1,40510.28,2,0,26,427,67,703,222,96,437,5,1,8,3,4,1,1,0,1,1,0,3,11,1,Brazil,São Paulo,679,1,0,1,0,3,1952,42,2,0,False,False,False,False,False,False,2,13503.426666666666,3,-0.6045008368186633,-1.1762587747730302,True
1979,2,52586.3,2,1,7,966,95,406,17,47,97,0,8,7,3,1,0,0,1,0,1,1,3,11,0,Brazil,São Paulo,917,1,0,0,0,1,1628,46,3,0,True,False,False,False,False,True,3,13146.575,3,-0.6670417822520364,-1.5127732477869484,True
1961,1,53698.28,0,2,52,714,49,538,68,40,320,4,5,1,2,4,0,1,0,1,0,0,3,11,1,India,Berlin,851,0,0,0,1,0,1729,64,2,1,False,False,False,False,False,False,2,17899.426666666666,0,-0.014987022594669056,-0.36488461775455155,True
1966,0,42131.95,0,2,12,252,28,591,61,50,334,5,5,3,9,15,1,1,1,0,1,1,3,11,0,Germany,New York,703,0,0,1,0,0,1316,59,2,0,True,False,False,False,False,True,2,14043.983333333332,2,0.3769759769803827,-0.7521220933799032,False
1974,0,56624.38,0,0,45,959,57,599,93,163,397,4,2,6,6,6,0,1,1,0,0,1,3,11,0,USA,São Paulo,333,0,1,1,1,0,2268,51,0,0,False,False,False,False,False,True,0,56624.38,1,-1.4143958660600542,-0.16533275884041596,True
1940,0,31183.98,2,1,85,621,6,667,145,48,249,3,5,1,7,16,0,1,0,1,1,1,3,11,0,India,New York,985,1,0,1,1,0,1736,85,4,1,False,False,False,False,True,False,3,6236.796,0,2.0649867882356436,-0.5518334753144672,True
1974,2,40016.99,0,1,35,147,96,473,150,115,298,2,9,6,3,0,0,1,1,1,1,0,3,11,1,India,Mumbai,248,1,0,0,1,0,1279,51,1,0,False,True,False,True,False,False,1,20008.495,2,0.19233496526932373,0.28700974578297594,False
1976,1,61373.67,2,0,42,126,4,599,24,57,154,7,2,5,1,13,0,0,0,0,1,0,3,11,0,USA,Mumbai,144,1,1,0,1,1,964,49,2,0,False,False,False,False,False,False,2,20457.89,3,-0.32448089717420453,0.6389509173967054,False
1986,2,23676.94,0,1,93,896,39,728,299,155,194,7,3,5,4,8,1,0,0,1,1,1,3,11,0,Brazil,Mumbai,469,0,0,1,1,1,2311,39,1,0,False,False,False,True,False,False,1,11838.47,1,-0.028863525403780246,0.0707202760284912,True
1953,1,63547.51,2,2,34,351,3,178,280,143,122,6,4,7,3,4,1,0,1,0,0,1,3,11,1,Germany,London,812,1,0,0,1,3,1077,72,4,1,True,False,False,True,False,False,4,12709.502,0,0.5954499534116455,-0.7649606297590793,False
1942,1,19820.28,0,0,50,997,6,129,99,115,385,2,0,8,1,17,0,0,1,0,1,0,3,11,0,UK,London,531,1,0,0,1,3,1731,83,0,1,False,False,False,True,False,False,0,19820.28,2,1.7798585727637062,-0.009705383311399998,True
1940,1,24030.13,1,1,62,120,79,252,111,118,331,2,2,2,8,7,1,0,0,1,1,0,3,11,1,UK,Mumbai,415,0,0,0,1,0,1011,85,2,1,False,False,False,False,False,True,2,8010.043333333334,2,2.656048171809817,0.30246509422315465,False
1944,2,42515.32,1,1,67,373,36,70,284,22,122,8,2,0,4,4,1,1,1,0,0,0,3,11,0,Brazil,Berlin,601,0,1,0,1,0,907,81,2,1,True,False,False,True,False,False,2,14171.773333333333,0,1.8442466946217098,0.7796327049303851,False
1965,1,54302.96,2,1,12,340,74,367,59,195,318,2,1,2,1,14,1,0,1,1,0,0,3,11,1,Germany,Mumbai,150,0,0,0,0,0,1353,60,3,0,True,False,False,False,False,False,3,13575.74,3,0.026455477407573993,-1.1379149013837202,False
1994,3,69878.95,2,0,46,30,58,86,112,86,178,0,4,9,5,4,0,0,1,0,0,1,3,11,1,USA,Berlin,611,1,1,0,0,0,550,31,2,0,False,False,False,False,False,True,2,23292.983333333334,3,-0.9765516116737545,1.5088315383895807,False
1953,1,50864.34,1,2,5,784,49,546,117,85,225,6,6,8,5,1,1,1,1,0,1,0,3,11,1,Brazil,Mumbai,332,0,1,1,1,0,1806,72,3,1,False,False,False,False,False,False,3,12716.085,2,0.19461859818221472,-2.019151042082114,True
1978,1,46301.7,2,1,17,344,68,605,4,37,220,0,1,9,5,0,1,1,0,0,0,1,3,11,1,UK,Mumbai,453,1,1,1,1,3,1278,47,3,0,False,False,False,False,False,True,3,11575.425,3,-0.015221572293274574,-0.9151243938379572,False
1966,1,58693.72,2,0,7,552,28,412,193,26,109,8,0,1,5,18,1,0,1,1,0,1,3,11,0,Brazil,London,684,1,1,0,0,3,1320,59,3,0,False,False,True,False,False,False,2,14673.43,2,-0.35925286664671474,-0.682741527394934,False
1948,3,36936.52,1,0,40,992,54,425,179,157,470,6,1,6,0,5,1,0,1,1,0,0,3,11,0,USA,Mumbai,276,1,0,0,0,0,2277,77,2,1,True,False,True,False,False,False,1,12312.173333333332,2,0.4858129669018504,-1.1693564124773124,True
1954,2,52091.23,0,1,60,203,88,705,213,117,432,2,4,9,0,0,1,0,1,0,1,1,3,11,0,Brazil,New York,923,1,1,1,1,2,1758,71,2,1,True,False,True,False,False,False,1,17363.743333333336,2,0.1762472354050689,0.15368921201660646,True
1954,0,32008.31,2,0,19,371,66,334,107,63,328,4,5,3,3,12,0,0,1,1,0,1,3,11,1,Brazil,Mumbai,768,0,1,0,1,0,1269,71,3,1,False,False,True,False,False,False,2,8002.0775,2,1.325381096938508,-0.7490844826066245,False
1965,1,51238.86,2,2,84,411,95,527,123,149,270,6,9,2,5,10,1,1,1,1,0,1,3,11,1,USA,Mumbai,909,1,1,0,1,3,1575,60,4,0,False,False,False,False,False,True,4,10247.772,0,0.5892311356534177,-0.4011829362463872,True
1981,1,48052.46,0,2,95,560,29,7,167,197,384,0,7,3,3,2,1,1,1,1,0,0,3,11,0,India,New York,941,0,1,0,1,2,1344,44,2,0,False,False,False,True,False,False,2,16017.486666666666,1,0.08250369930311906,1.1545855649244874,False
1999,2,37935.98,0,0,55,601,19,603,188,90,36,9,8,9,3,9,0,1,0,0,1,0,3,11,0,USA,London,763,0,1,0,1,2,1537,26,1,0,False,False,False,False,True,False,0,18967.99,1,-0.8728670943502043,1.0105422490712046,True
1952,1,52475.61,2,1,95,227,93,551,286,21,358,6,4,4,6,1,0,1,1,1,0,1,3,11,0,Germany,Berlin,140,1,1,1,0,0,1536,73,4,1,True,False,False,False,True,False,3,10495.122,0,0.9530985657077443,0.2533081763862876,True
1990,2,52378.24,2,2,1,822,66,208,88,76,9,5,3,7,5,3,1,1,0,1,1,0,3,11,0,Brazil,Mumbai,896,0,0,1,0,3,1269,35,5,0,False,False,True,False,False,False,4,8729.706666666667,3,-0.644782924945395,-1.5404411536085032,False
1971,3,67631.81,0,1,65,903,60,184,24,62,404,3,1,0,4,19,0,0,1,0,1,0,3,11,1,India,London,583,1,0,1,1,0,1637,54,1,0,False,False,False,True,False,False,1,33815.905,1,-0.9703964033714539,0.7262431139217702,True
1978,1,25915.5,2,0,31,31,43,756,95,151,290,0,8,7,2,17,1,1,0,0,1,0,3,11,1,USA,Mumbai,787,0,1,1,1,2,1366,47,2,0,False,False,False,False,False,False,2,8638.5,3,0.706069769136,-0.49561200537617733,False
1988,2,48859.27,0,2,21,690,55,205,121,177,433,9,2,5,7,6,1,0,0,1,0,1,3,11,0,UK,Berlin,964,0,0,1,1,1,1681,37,2,0,False,False,False,True,False,False,2,16286.423333333332,3,-0.9503426420727499,-0.7926750802352724,True
1991,0,38596.06,0,1,89,345,78,596,185,157,161,6,0,1,4,17,1,1,1,0,1,0,3,11,0,Germany,Berlin,614,0,0,0,1,0,1522,34,1,0,False,False,False,False,False,False,1,19298.03,1,-0.22333452794393785,1.2315326549291363,True
2000,0,63046.43,2,0,40,196,59,433,60,85,232,3,8,6,3,3,0,1,0,0,1,0,3,11,1,Brazil,Mumbai,910,0,1,1,1,2,1065,25,3,0,True,False,False,False,True,False,2,15761.6075,3,-1.3645117762092671,0.6752791305547459,False
1971,0,61308.68,2,1,9,746,40,282,13,134,202,5,1,4,2,8,0,1,0,0,1,1,3,11,1,India,São Paulo,479,0,1,1,1,0,1417,54,3,0,True,False,False,True,False,False,3,15327.17,3,-0.5599893800216119,-1.161161205397211,False
1943,0,57618.2,0,2,38,293,77,340,133,185,175,1,7,3,7,14,0,0,0,1,0,0,3,11,1,Germany,Berlin,816,0,0,1,1,2,1203,82,2,1,True,False,False,True,False,False,2,19206.066666666666,2,0.8157067146225043,-0.06910946356644412,False
1969,2,39442.5,2,0,44,588,39,671,118,159,437,1,3,5,4,6,0,0,1,1,0,0,3,11,0,Brazil,London,312,0,1,1,0,3,2012,56,3,0,True,False,False,False,True,False,2,9860.625,3,0.015464368230119527,-0.9990385943440522,True
1976,0,63282.06,0,0,4,786,49,463,22,162,109,6,7,3,6,11,0,0,1,0,0,1,3,11,1,Germany,Berlin,856,0,1,1,1,1,1591,49,0,0,False,True,False,True,False,False,0,63282.06,2,-1.475498039597542,-0.05048330757054972,True
1962,1,27048.04,1,1,11,773,9,229,78,149,67,0,8,0,7,7,0,1,0,0,0,1,3,11,0,Germany,Mumbai,468,0,0,1,1,3,1305,63,2,1,False,False,False,False,False,False,2,9016.013333333334,2,1.1640342925845077,-0.9555396843961887,False
1978,0,23970.34,1,1,31,121,16,118,163,153,329,6,2,9,1,17,1,0,0,0,1,1,3,11,1,USA,London,560,1,1,0,1,0,900,47,2,0,False,False,False,True,False,False,2,7990.113333333334,2,1.169203746512864,0.09889119093725174,False
1984,1,30861.94,0,0,39,635,14,284,127,36,239,1,4,2,3,13,1,0,0,1,1,0,3,11,1,USA,Mumbai,315,1,0,0,0,0,1335,41,0,0,True,False,False,False,False,False,0,30861.94,1,0.036718911775613115,0.7402401990011204,False
1954,0,49497.88,0,2,17,374,92,754,11,163,137,8,7,8,7,19,1,1,1,0,1,0,3,11,0,USA,Mumbai,377,0,0,1,0,2,1531,71,3,1,False,False,True,False,False,False,2,12374.47,2,0.35804337094472327,-0.946934452217486,True
1982,1,60127.47,2,2,73,556,52,163,220,173,102,6,7,6,1,12,0,1,1,1,1,1,3,11,0,Brazil,Berlin,569,1,1,0,0,0,1266,43,4,0,False,False,False,True,False,False,4,12025.494,0,-0.223395657626309,0.008359943579713529,False
1968,0,5359.51,0,1,63,965,97,380,64,105,414,8,3,1,8,16,1,0,0,1,1,1,3,11,1,USA,Mumbai,978,0,0,1,0,1,2025,57,1,0,True,False,False,False,False,False,1,2679.755,1,1.446097166978016,-0.5319400406685196,True
1975,2,69841.14,0,1,86,15,98,118,224,137,113,8,1,7,7,1,0,1,0,0,0,1,3,11,0,Germany,New York,436,0,1,1,1,1,705,50,2,0,False,True,False,False,True,False,1,23280.38,1,-0.31516339353019013,2.458855214098638,False
